id,text,label,mode
Ses03F_impro06_M013,We need more people like him.,sad,train&valid
Ses03F_impro06_F033,"Joe, do you think he knew I loved him?",sad,train&valid
Ses03F_impro06_M014,I don't know.,sad,train&valid
Ses03F_impro06_F034,"I never told him, I love you, but-",sad,train&valid
Ses03F_impro06_F035,I loved him so much.,sad,train&valid
Ses03F_impro06_M015,I don't know if Benny was smart like that- but-,sad,train&valid
Ses03F_impro06_M016,I'm sure he loved you too. He just didn't know it.,sad,train&valid
Ses03F_impro07_M000,"Hey, Isabella.",neutral,train&valid
Ses03F_impro07_F000,"Hey, how's it going, Joe?",happy,train&valid
Ses03F_impro07_M001,I'm all right.,neutral,train&valid
Ses03F_impro07_F001,"Uh-, So I got some good news.",happy,train&valid
Ses03F_impro07_F002,Yep.,happy,train&valid
Ses03F_impro07_M003,You're not pregnant or anything.,neutral,train&valid
Ses03F_impro07_M004,"I know you've been trying to have a baby, right?",neutral,train&valid
Ses03F_impro07_F004,I have some better news than that.,happy,train&valid
Ses03F_impro07_F005,"Yes, What would you want more than anything in this world?",happy,train&valid
Ses03F_impro07_F006,How about maybe for me to possibly stay in L.A.?,happy,train&valid
Ses03F_impro07_M008,Which one?,excited,train&valid
Ses03F_impro07_F007,"I got--U.S.C.. I got- Yeah, I got the acceptance letter.",excited,train&valid
Ses03F_impro07_F008,"Yes, me, I got in. Thank you very much.",excited,train&valid
Ses03F_impro07_M011,Good for you.,excited,train&valid
Ses03F_impro07_F009,"Yeah, I know, my mom called me. I was with my girlfriend in Boston, and uh- she got the letter and she called me, she said I don't know, do you want me to open it? And I was like yes, open it. And she opened it and she goes oh, I'm sorry, Nat.",excited,train&valid
Ses03F_impro07_F011,"And my mom was like Natalie, Natalie, it's [GARBAGE], you know-",excited,train&valid
Ses03F_impro07_M012,oh yeah.,neutral,train&valid
Ses03F_impro07_F012,"and so, I mean, I got in.",happy,train&valid
Ses03F_impro07_M013,"Oh, Jesus. That is so amazing.",excited,train&valid
Ses03F_impro07_F013,So now I can stay here and now we can party. I know.,happy,train&valid
Ses03F_impro07_M014,Party. You want to get drunk tonight?,excited,train&valid
Ses03F_impro07_F014,"Yeah, why not.",excited,train&valid
Ses03F_impro07_M015,"Yeah, we're going to celebrate.",excited,train&valid
Ses03F_impro07_F015,"We're not twenty one yet, but whatever.",neutral,train&valid
Ses03F_impro07_M016,"Yeah, I'm only eighteen so it's--go get drunk.",happy,train&valid
Ses03F_impro07_F016,"[LAUGHTER]. I'm so excited, Joe. Oh, man, I-- And I got in--I got into the school of theatre, so it's like-",excited,train&valid
Ses03F_impro07_F017,Yeah. It's really cool.,happy,train&valid
Ses03F_impro07_F019,Top five in the nation.,happy,train&valid
Ses03F_impro07_M019,Who-whooooo. Miss Acti- Acting Pants.,excited,train&valid
Ses03F_impro07_F020,"Acting Pants? So what are you going to do? Are you--you're be--you're going to stay here, right?",excited,train&valid
Ses03F_impro07_M020,Acti- acting pants.,happy,train&valid
Ses03F_impro07_M021,I got into film school at the Art Academy.,neutral,train&valid
Ses03F_impro07_F021,Awesome. We're both going to be in L.A.,excited,train&valid
Ses03F_impro07_M022,So I'm going to be--yeah. I'm going to make films; you're going to be in them.,excited,train&valid
Ses03F_impro07_F022,"I'm so excited. Yeah, I thought I was going to go to Boston, but then--",excited,train&valid
Ses03F_impro07_M023,Fuck Boston.,neutral,train&valid
Ses03F_impro07_F023,"Oh man, I'm so excited. So much to do.",happy,train&valid
Ses03F_impro07_F025,I'm just so excited to start my life.,happy,train&valid
Ses03F_impro07_M025,We should uh- go to Little Ethiopia.,neutral,train&valid
Ses03F_impro07_F026,"Oh, and you sit down and you have the sponge bread-- --and eat the--drink the beer. Ugh, I love that stuff. I'm so excited.",excited,train&valid
Ses03F_impro07_F027,Are you going to come stay in my dorm with me sometime?,excited,train&valid
Ses03F_impro07_M026,"Hell, yeah. Pass out.",excited,train&valid
Ses03F_impro07_F028,Yeah. I'll get like one of those little--,excited,train&valid
Ses03F_impro07_F029,Yeah. Those little-- --mattresses. I'll put it by my bed.,excited,train&valid
Ses03F_impro07_M027,-drunk.,excited,train&valid
Ses03F_impro07_M028,"No, I'll sleep in your bed. Cuddle up.",excited,train&valid
Ses03F_impro07_M029,Uh-oh.,excited,train&valid
Ses03F_impro07_F031,That's going to--that'll be reserved for somebody else.,neutral,train&valid
Ses03F_impro07_F032,[LAUGHTER] Hello? I am not.,happy,train&valid
Ses03F_impro07_M031,"That's what you got to be though, freshman year.",happy,train&valid
Ses03F_impro07_M032,Yeah.,excited,train&valid
Ses03F_impro07_M033,"Well, get used to it.",neutral,train&valid
Ses03F_impro07_F034,"[LAUGHTER]. No, you'd get used to it.",happy,train&valid
Ses03F_impro07_M034,"Hey, I'm already getting used to it.",happy,train&valid
Ses03F_impro07_F035,"[LAUGHTER]. Oh, Joe, I'm so happy.",happy,train&valid
Ses03F_impro07_M035,"Me too, Isabella.",happy,train&valid
Ses03F_impro04_F000,"I don't know, Brian, if they uh--it's been three years.",frustrated,train&valid
Ses03F_impro04_M000,"Hey, you just got to keep on going.",neutral,train&valid
Ses03F_impro04_F001,"No, I don't know, I--maybe this isn't for me. You know, maybe this isn't the right business for me.",frustrated,train&valid
Ses03F_impro04_M001,"No, don't think like that.",neutral,train&valid
Ses03F_impro04_F002,"I just, I see all these other people getting commercials and work and it's like I'm not getting anything.",sad,train&valid
Ses03F_impro04_F003,I have no money behind me. Nothing. I'm twenty five and--,frustrated,train&valid
Ses03F_impro04_M002,Russel Crowe wasn't forty until he got his big stuff.,neutral,train&valid
Ses03F_impro04_M003,"If you really want to do it-I mean,",neutral,train&valid
Ses03F_impro04_F004,So I'll have to wait twenty five years-,frustrated,train&valid
Ses03F_impro04_M004,you got to do.,neutral,train&valid
Ses03F_impro04_F005,"-just going and auditioning and auditioning and rejection after refection, it's like--",frustrated,train&valid
Ses03F_impro04_M005,You could. You could. We just--,neutral,train&valid
Ses03F_impro04_M006,we're just pooling our funds together.,neutral,train&valid
Ses03F_impro04_F006,"I know, I just don't know if I can handle it. I mean, you're helping me so much financially it's like I can't survive on my own without you. I don't like that.",frustrated,train&valid
Ses03F_impro04_M007,You don't owe me anything.,neutral,train&valid
Ses03F_impro04_F007,I feel like I'm not doing anything. Like I'm not giving anything into this world.,frustrated,train&valid
Ses03F_impro04_M008,"You are, you're going to class, you're learning, you're getting better. When you finally get that role you're going to be prepared.",neutral,train&valid
Ses03F_impro04_F008,"Yeah, but what if I never make it? What if I studied all my life, this theatre, this acting, and I'm never going to get anywhere. I'm never going to be able to have a job.",frustrated,train&valid
Ses03F_impro04_M009,"Oh my God, Anna, you're still young. Don't even think about that.",neutral,train&valid
Ses03F_impro04_F009,Time is passing by. Every year it's,frustrated,train&valid
Ses03F_impro04_F010,a part left than I can do.,frustrated,train&valid
Ses03F_impro04_M010,"You're only twenty five, okay? Some people don't start until they're thirty five.",neutral,train&valid
Ses03F_impro04_M011,Yeah.,neutral,train&valid
Ses03F_impro04_F012,"I don't know, I just [BREATHING] I get frustrated",frustrated,train&valid
Ses03F_impro04_M012,What would you do- What would you do if you didn't? You can go to law school.,neutral,train&valid
Ses03F_impro04_F013,That's the thing. I don't know. I don't know anything.,frustrated,train&valid
Ses03F_impro04_F014,Law school? Maybe.,frustrated,train&valid
Ses03F_impro04_M013,See? So you can't just quit now.,neutral,train&valid
Ses03F_impro04_M014,Have you been going to auditions and stuff?,neutral,train&valid
Ses03F_impro04_F017,"Yeah. I mean, I get a call-back and stuff, but-",frustrated,train&valid
Ses03F_impro04_F018,"I just, I need a break. I need something to break me out.",frustrated,train&valid
Ses03F_impro04_M015,How's the job? Still waiting tables at Denny's?,neutral,train&valid
Ses03F_impro04_M016,"Well, they tip well.",neutral,train&valid
Ses03F_impro04_F021,[BREATHING] Brian-,frustrated,train&valid
Ses03F_impro04_F022,it's not funny. I just don't know what I'm going to do.,sad,train&valid
Ses03F_impro04_M017,Maybe you could start teaching. I don't know.,neutral,train&valid
Ses03F_impro04_F023,"Yeah, I guess I could.",sad,train&valid
Ses03F_impro04_M018,"Go back to school. You know? Another three more years, get your master's.",neutral,train&valid
Ses03F_impro04_F024,Yeah,sad,train&valid
Ses03F_impro04_M019,"Close to thirty. Oof, it's going to be tough.",neutral,train&valid
Ses03F_impro04_M020,[LAUGHTER],happy,train&valid
Ses03F_impro04_F026,[BREATHING],frustrated,train&valid
Ses03F_impro05_F000,"Look sir, I've been waiting for about an hour and my luggage still hasn't come. What's going on?",frustrated,train&valid
Ses03F_impro05_M000,"I'm sorry, Mrs. Rosenkrantz, but uh- I don't know what to tell you.",frustrated,train&valid
Ses03F_impro05_F001,"What do you mean, you don't know what to tell me? I have two luggage that I've been coming--they're coming--from France and I need them here. I'm home now. I need to go start working.",frustrated,train&valid
Ses03F_impro05_M001,Did you- Did you check with the lost and found?,frustrated,train&valid
Ses03F_impro05_F002,"Where? I don't know. The lost and found. What do you mean, lost and found?",angry,train&valid
Ses03F_impro05_F003,I had my luggage transferred here from Paris to L.A. and now I'm here and I need to be working and I have all my stuff in there.,frustrated,train&valid
Ses03F_impro05_M002,"Maybe it got lost. Did you think about that, mom?",frustrated,train&valid
Ses03F_impro05_F004,"Well, that's what I'm asking you. What--I don't know what happened to it.",frustrated,train&valid
Ses03F_impro05_M003,"Oh, not--we didn't lose it; maybe the airport lost it. Maybe someone stole it.",neutral,train&valid
Ses03F_impro05_F005,"Wait, sir. You're- You're completely not--what do you mean, stole it? How can they just steal it from an airplane? It was up in the air?",angry,train&valid
Ses03F_impro05_M004,"No, I mean, maybe in the little--going around thingy thing where bopper stole it from there.",frustrated,train&valid
Ses03F_impro05_F006,Okay. All I know is that I am supposed to have my language here right now. Right now. And it's not there. And you're supposed to help me because you work at the airport. So give me my luggage or tell me where the hell it is.,frustrated,train&valid
Ses03F_impro05_M005,Okay. What can we do is we can get your name and information and if it shows up we can send it to you so-- Wherever you stay,frustrated,train&valid
Ses03F_impro05_F007,"What do you mean, if it shows up? No, I need it now. I have my keys, I have my wallet, I have my money. I have thousands and thousands of dollars worth of stuff in there.",angry,train&valid
Ses03F_impro05_F008,Not to mention I have my work in there.,angry,train&valid
Ses03F_impro05_M006,"Well, I'll have you fill out some paperwork and see if you can get started on something.",frustrated,train&valid
Ses03F_impro05_F009,"And what if- what if it is lost? Well, what are you guys going to do for me?",angry,train&valid
Ses03F_impro05_M008,and when you sign your ticket we could replace about fifteen percent of what's in the bag.,neutral,train&valid
Ses03F_impro05_F010,Fifteen percent?,angry,train&valid
Ses03F_impro05_M009,Up to a limit of twenty five dollars.,neutral,train&valid
Ses03F_impro05_F011,What? There- There's hundreds of thousands of dollars worth of stuff in there.,angry,train&valid
Ses03F_impro05_M010,"Whoa, maybe you should uh- have thought of a better way to send it than just in a bag, hmm? Did you think about that?",frustrated,train&valid
Ses03F_impro05_F012,"No, no, no. You don't understand. This is--these are my belongings in the luggage. And I went to Paris.",frustrated,train&valid
Ses03F_impro05_F013,"Sir, why are you laughing at me? This isn't funny.",frustrated,train&valid
Ses03F_impro05_M011,"I think that's kind of stupid, that you put a hundred thousands of dollars in the bag.",neutral,train&valid
Ses03F_impro05_M012,Did you lock- Did you lock it even? You probably didn't even lock it.,frustrated,train&valid
Ses03F_impro05_F015,"No, they said I couldn't lock it.",angry,train&valid
Ses03F_impro05_F016,Give me--I'm going to talk to your supervisor. Give me your supervisor. I want to talk to your supervisor right now.,angry,train&valid
Ses03F_impro05_M013,"Okay, let me get him.Oh, guess who the supervisor is? It's me.",neutral,train&valid
Ses03F_impro05_M014,"What, do you have questions?",neutral,train&valid
Ses03F_impro05_F017,"Well, get- I want the C.E.O. then.",angry,train&valid
Ses03F_impro08_M000,"Hey, you stupid dumb shit machine, give me a fucking operator, huh?",angry,train&valid
Ses03F_impro08_F000,"Hello sir, can I help you?",neutral,train&valid
Ses03F_impro08_F001,I [GARBAGE],neutral,train&valid
Ses03F_impro08_F002,"Yes, sir, I'm very sorry, but we've had some trouble here.  There's been a lot of calls and the system has-",neutral,train&valid
Ses03F_impro08_F003,"Sir, please calm down.  There's no reason to use profanity like that.  It's not-",neutral,train&valid
Ses03F_impro08_M004,"Fine, sorry.  Okay, my phone's been on the fritz for like three days.  I can't get any incoming calls. What- What is going on?",frustrated,train&valid
Ses03F_impro08_F004,"Okay, and this is for Verizon? Your provider?",neutral,train&valid
Ses03F_impro08_F005,"Well, um- we have a little problem with the system going on.  One of our satellites is down, and I-",neutral,train&valid
Ses03F_impro08_M006,You know what?  I'm just going to- Patient?  I'm a busy man.,angry,train&valid
Ses03F_impro08_F006,"You're going to have to just be patient with us, sir, as we",neutral,train&valid
Ses03F_impro08_F007,"Well, I know sir, and we all are busy.",neutral,train&valid
Ses03F_impro08_F008,But I'm going to definitely have to- uh--get your contact information,neutral,train&valid
Ses03F_impro08_M007,"-have to, have to what?",angry,train&valid
Ses03F_impro08_M008,What?  It's my phone.  You can't even call me on it. I don't have another phone.,angry,train&valid
Ses03F_impro08_F009,"Okay, well, if you would like, um- we will be turning on the systems in probably about ten hours.",neutral,train&valid
Ses03F_impro08_M009,What?  Are you kidding me?,angry,train&valid
Ses03F_impro08_F010,"Sir, I'm very sorry, but this is the way it is.  This- We have no control over it.  It's going to take-  -but you have to be patient with us.  You can use a calling card.  We will give you a free calling card to use.",neutral,train&valid
Ses03F_impro08_M010,"Oh, my God.",angry,train&valid
Ses03F_impro08_M011,I- I'm going to kill myself right now.,angry,train&valid
Ses03F_impro08_M012,A free calling card?,angry,train&valid
Ses03F_impro08_F011,"Do you have a land line, sir?",neutral,train&valid
Ses03F_impro08_F012,"Okay, well, we will send you- We will reimburse you for the amount of minutes that you-",neutral,train&valid
Ses03F_impro08_F013,-on average would use.,neutral,train&valid
Ses03F_impro08_M014,"That's it? Okay, yeah.  What else?",angry,train&valid
Ses03F_impro08_F014,"And we will probably send you a calling card.  I'm very sorry.  You're just going to have to be patient, sir.",neutral,train&valid
Ses03F_impro08_M015,"Okay, I need more than this.  Are you going to give me a little bit more?",angry,train&valid
Ses03F_impro08_F015,"No, we don't just give you things.  We're- we're-",neutral,train&valid
Ses03F_impro08_F016,we compensating you for all your-,neutral,train&valid
Ses03F_impro08_M016,So you take things from me and you expect me just to wait around.,frustrated,train&valid
Ses03F_impro08_F017,"No no, we're not taking anything from you sir.  This is- This is unbeknownst to us.  The problem had just happened.",frustrated,train&valid
Ses03F_impro08_F018,The satellite-is down in your area.,frustrated,train&valid
Ses03F_impro08_M017,"Okay, so you think you're going to-  -get me back some minutes, and that's going to make up for three days of business that I lost?  Okay, great.",frustrated,train&valid
Ses03F_impro08_F019,"No, three days, sir.  It's not three days. It's- It's only been about a day now. Let's not exaggerate.",frustrated,train&valid
Ses03F_impro08_M018,"No, it's been--three days.",frustrated,train&valid
Ses03F_impro08_M019,"Fine, it's been a day.  Okay?",frustrated,train&valid
Ses03F_impro08_F020,Three days?,neutral,train&valid
Ses03F_impro08_F021,A day?,neutral,train&valid
Ses03F_impro08_F022,"I don't know, sir.",neutral,train&valid
Ses03F_impro08_M021,About three million dollars.,neutral,train&valid
Ses03F_impro08_F023,"Oh, well, I'm sorry about that. Umm- We-",neutral,train&valid
Ses03F_impro08_F024,"Well, ten hours worth of minutes--",neutral,train&valid
Ses03F_impro08_F025,is what's going to happen.,neutral,train&valid
Ses03F_impro08_F026,"Sir,",neutral,train&valid
Ses03F_impro08_F027,"what I would like what I'm advising you to do now is just to write down all of your problems that you-you feel that--You know, haven't been addressed, fax it to us-",neutral,train&valid
Ses03F_impro08_M026,"Oh, my God.",frustrated,train&valid
Ses03F_impro08_F028,and we will take care of it if anything happens.  But all we can do now is ask for your patience.,neutral,train&valid
Ses03F_impro08_F029,Okay? Thank you for calling.  Goodbye.,neutral,train&valid
Ses05M_impro03_M000,Guess what?,excited,test
Ses05M_impro03_F000,what?,neutral,test
Ses05M_impro03_M001,"I did it, I asked her to marry me.",excited,test
Ses05M_impro03_M002,"Yes, I did it.",excited,test
Ses05M_impro03_F002,When?,excited,test
Ses05M_impro03_M003,"Oh my god, it was just last weekend.",excited,test
Ses05M_impro03_F003,"Oh, what, how- where how did you do it?",excited,test
Ses05M_impro03_M004,"She--,well, she said yes, first of all, let me say that right off the bat. Well, I would like to assume, too.  But you never know these things, right?",happy,test
Ses05M_impro03_F004,Okay good. I I assumed.,excited,test
Ses05M_impro03_F005,oh-,happy,test
Ses05M_impro03_M006,"I did it up at Yosemite.  We went camping right like we usually do.  You know we go camping up there all the time.  But, um- the waterfalls had died down a little bit, you know. And so uh- we-I had her climb up.",happy,test
Ses05M_impro03_M007,"You know- we did some- you know some rock climbing up the waterfalls and went up to this little pool that was up there.  And then, I- it's great. Um- You have to climb this little rock-",happy,test
Ses05M_impro03_F006,uh-huh,neutral,test
Ses05M_impro03_M008,"and you can climb it and it's covered in algae you know. So, I wanted her to climb it to go take a picture, like, back in this little waterfall area, and she got back there and she took her picture. And then, I had her come back.  And I was going to do the same thing.",happy,test
Ses05M_impro03_M009,"Well, instead I climb up on the rock and like I- I didn't do it -- well, I did it on purpose. I made it look like I accidentally did it.  I slipped down into this pool of water, right?  And she freaks out because I slide all the way down this rock.  And um-",happy,test
Ses05M_impro03_M010,"And I pop up out of the water -- and I had planned it already, you know? I pop up out of the water and I [BREATHING] and I like, grab her hand, you know.  and that In my hand, I've got the ring.",happy,test
Ses05M_impro03_M011,"And she's like- she feels it you know and she doesn't know what it is.  And she you know helps me get out and I won't let go of her hand.  And she's like, what are you doing?  I and said, You saved my life, now will you marry me?",happy,test
Ses05M_impro03_F007,"Oh, my God.  That's so dramatic.",excited,test
Ses05M_impro03_M012,Wasn't that great? I didn't want it to be too hokey.but- but- She liked it.She liked it.,happy,test
Ses05M_impro03_F008,so cute.,happy,test
Ses05M_impro03_F009,"No, it's totally original, though.",happy,test
Ses05M_impro03_F010,oh.,happy,test
Ses05M_impro03_M013,"Yeah.  And she said yes.  And she cried, of course.",happy,test
Ses05M_impro03_F011,"Oh, Then you had a whole weekend of camping?",happy,test
Ses05M_impro03_M014,"Yes.  We did that in the beginning, exactly.  So we had, so we just had, you know, good times the rest of the weekend, yeah.",happy,test
Ses05M_impro03_F012,"Oh, right. sure [LAUGHTER]",happy,test
Ses05M_impro03_M015,It was a lot of fun- It was a lot of fun.  She's great.  And I'm so happy.,happy,test
Ses05M_impro03_F013,So where are you going to have your wedding?,happy,test
Ses05M_impro03_M016,"We're going to do it back in the Midwest where her family all is.  They're all out there. you know so, Um  And so, just gonna have a small, small wedding. But, um- you know, of course, you're going to come, right?",happy,test
Ses05M_impro03_F014,Yeah. of course.,excited,test
Ses05M_impro03_F015,Okay Okay.,excited,test
Ses05M_impro03_M018,"Um- And she wants you to be in it, too.  She loves you so much. She thinks you're the sweetest.  Of course, you are.  You're You're my best friend so-",happy,test
Ses05M_impro03_F016,Where is she right now?,happy,test
Ses05M_impro03_M019,"oh, She's back at work. yeah.",neutral,test
Ses05M_impro03_F017,"Yeah,I'll hang out with the both of you.",happy,test
Ses05M_impro03_M020,Of course.  We'll go out to dinner later this week.,excited,test
Ses05M_impro03_F018,yes.,excited,test
Ses05M_impro03_M021,It will be perfect.,excited,test
Ses05M_impro03_F019,Oh I'm so excited for you.,excited,test
Ses05M_impro03_F020,oh.,happy,test
Ses05M_impro03_M023,She's the one.,happy,test
Ses05M_impro03_F021,"Oh, my gosh.  You told your parents already? and everything",happy,test
Ses05M_impro03_M024,Of course.  I told them right away.  We called them all right them.,happy,test
Ses05M_impro03_F022,Are they so excited?,happy,test
Ses05M_impro03_M025,"Oh, yeah.  My mom's freaking out. Oh yeah, She's so happy. this is you know  It's her dream come true.  She always wanted her little boy -- she wants kids, you know.",happy,test
Ses05M_impro03_M026,She wants grandkids. So we'll be working on that right away.,happy,test
Ses05M_impro03_F023,Are you guys gonna have kids?,excited,test
Ses05M_impro03_M027,"Of course, we're gonna have kids, like three at least.",happy,test
Ses05M_impro03_M028,"She wants like eight- She wants like eight kids and I'm like, no, no, no, no, no.  I am like what Let's do maybe three and we'll go with that.",happy,test
Ses05M_impro03_F026,Are you going to start right away?,neutral,test
Ses05M_impro03_M029,"Well, we're going to take a little bit of time, you know, we need to get acclimated and you know start our lives, make money, you know be comfortable.",excited,test
Ses05M_impro03_F027,"Yeah, have you ever like lived with someone else before?",neutral,test
Ses05M_impro03_M030,"Oh, yeah, yeah, yeah, yeah I mean, actually we lived together awhile back when we -- Yeah, back in college for a little while. yeah.",happy,test
Ses05M_impro03_M031,But that- so we are really used to each other. We took the time apart and now we're going to get back together.  We're going to move in soon.,happy,test
Ses05M_impro03_F030,Oooh,neutral,test
Ses05M_impro03_M032,it's great. I'm a lucky man.,happy,test
Ses05M_impro03_F031,"That's incredible yeah ,Congratulations.",happy,test
Ses05M_impro03_M033,Thank you.,happy,test
Ses01F_impro04_M000,"Have you tried, uh, Craig's List?",neutral,train&valid
Ses01F_impro04_F000,"Uh, what?  Craig's List?  Oh the internet thing?",neutral,train&valid
Ses01F_impro04_M001,Yeah.,neutral,train&valid
Ses01F_impro04_F001,I don't know.  Isn't that-- that's all like escort services and things like that.,neutral,train&valid
Ses01F_impro04_M002,No.  There's regular jobs on there.,neutral,train&valid
Ses01F_impro04_F002,"I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board.",frustrated,train&valid
Ses01F_impro04_M003,Uh huh.,neutral,train&valid
Ses01F_impro04_M004,I'm just saying I have a friend that got a good job on it so I was just recommending it.,neutral,train&valid
Ses01F_impro04_M005,He's like a manager for a theatre.,neutral,train&valid
Ses01F_impro04_M006,He's like a house manager. Yeah.  It's a good job.,neutral,train&valid
Ses01F_impro04_F005,He just...,neutral,train&valid
Ses01F_impro04_F006,you know what?  I heard about that job.  I applied for that.,neutral,train&valid
Ses01F_impro04_M007,You did?,neutral,train&valid
Ses01F_impro04_F007,Yeah.  I saw a posting at the theatre.,frustrated,train&valid
Ses01F_impro04_M008,Yeah.,neutral,train&valid
Ses01F_impro04_M009,You've been looking for a job for a long time; that was a long time ago.  Right?,neutral,train&valid
Ses01F_impro04_F009,Yeah.,neutral,train&valid
Ses01F_impro04_M010,Hmm.,neutral,train&valid
Ses01F_impro04_M011,I don't know.  He had a really good resume I guess and--,neutral,train&valid
Ses01F_impro04_M012,Yeah.  Do you have a resume?,neutral,train&valid
Ses01F_impro04_M013,It's kind of helpful when getting a job.,neutral,train&valid
Ses01F_impro04_F013,I just- I mean I call people up and I tell them what I'm good at.,neutral,train&valid
Ses01F_impro04_M014,Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.,neutral,train&valid
Ses01F_impro04_F014,Yeah.,neutral,train&valid
Ses01F_impro04_M015,"No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of--",neutral,train&valid
Ses01F_impro04_F016,I'm there in front of them.  I'm telling them what I'm good at.,frustrated,train&valid
Ses01F_impro04_M016,"Yeah.  But the piece of paper helps, too.",neutral,train&valid
Ses01F_impro04_F017,Why?  It's a piece of paper.,frustrated,train&valid
Ses01F_impro04_M017,"No.  But it has an outline, you know.",neutral,train&valid
Ses01F_impro04_F018,"I just don't want this paper trail, you know.  I just don't want things following me around, like-.",frustrated,train&valid
Ses01F_impro04_M018,"I know.  Okay.  Well, um. Maybe--",neutral,train&valid
Ses01F_impro04_F019,"It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but...",frustrated,train&valid
Ses01F_impro04_M019,Yeah.,neutral,train&valid
Ses01F_impro04_M020,"Okay, yeah.  I would imagine.",neutral,train&valid
Ses01F_impro04_M021,"Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now.",neutral,train&valid
Ses01F_impro04_F021,"That's baloney, that's baloney.",frustrated,train&valid
Ses01F_impro04_F022,Please.,frustrated,train&valid
Ses01F_impro04_M022,maybe get a car.,neutral,train&valid
Ses01F_impro04_M023,"I just, you know, think you should try a little harder maybe.",neutral,train&valid
Ses01F_impro04_F023,you think that you're better than me because I don't have a car?,frustrated,train&valid
Ses01F_impro04_M024,I didn't say that.,neutral,train&valid
Ses01F_impro04_F024,"You know, you're riding the bus, too.",frustrated,train&valid
Ses01F_impro04_M025,"I am riding the bus, but by choice.",neutral,train&valid
Ses01F_impro04_F025,Why?  What choice?,frustrated,train&valid
Ses01F_impro04_M026,"To save the environment, carpool.",neutral,train&valid
Ses01F_impro04_F026,You're saving the environment. mmhmm,frustrated,train&valid
Ses01F_impro04_M027,Yes.  One less car at a time.,neutral,train&valid
Ses01F_impro04_F027,Interesting.  That's fantastic.,frustrated,train&valid
Ses01F_impro04_M028,Mmhmm.,neutral,train&valid
Ses01F_impro04_M029,"You know, you don't have to take out your frustration on me, you know, just because...",frustrated,train&valid
Ses01F_impro04_F028,I'm not frustrated.,angry,train&valid
Ses01F_impro04_M030,...you can't get a job and refuse to have a resume.,frustrated,train&valid
Ses01F_impro04_F029,Who do you think you are?,angry,train&valid
Ses01F_impro04_M031,I don't think I'm anyone.,neutral,train&valid
Ses01F_impro04_F030,You are so high and mighty.  I just--,angry,train&valid
Ses01F_impro04_M032,I- I-I didn't-- okay.,neutral,train&valid
Ses01F_impro04_F031,Oh.  I'm saving the environment. I'm riding this car because I- I want to.,angry,train&valid
Ses01F_impro04_M034,What? Oh.  So now you're...,frustrated,train&valid
Ses01F_impro04_F032,"The bus, I'm riding the bus because I want to.",angry,train&valid
Ses01F_impro04_M035,you know what?  You don't have to take your anger and your hurt out on me.,frustrated,train&valid
Ses01F_impro04_F033,I can not-- you are not here by choice.  Nobody would ride this bus by choice.,angry,train&valid
Ses01F_impro05_F000,Hi.,frustrated,train&valid
Ses01F_impro05_M000,Hi.  Thanks for waiting.,neutral,train&valid
Ses01F_impro05_F001,Yeah. This is the fourth line that I have been in.,frustrated,train&valid
Ses01F_impro05_M001,Can I help you?,happy,train&valid
Ses01F_impro05_M002,Uh huh.,happy,train&valid
Ses01F_impro05_F002,I need my bag.,frustrated,train&valid
Ses01F_impro05_M003,Okay.,neutral,train&valid
Ses01F_impro05_F003,"I flew in over three hours ago, I've been in four different lines.",frustrated,train&valid
Ses01F_impro05_M004,Okay.,neutral,train&valid
Ses01F_impro05_F004,I waited the entire baggage- I waited for the whole baggage carousel four times.  They told me to go to the next one.  I waited through that for three planes and now I'm here.,frustrated,train&valid
Ses01F_impro05_M005,Okay.  Great.  I'm really sorry that you had to do that.  What's your last name?  Let's start there.,neutral,train&valid
Ses01F_impro05_F005,Nash.,frustrated,train&valid
Ses01F_impro05_M006,Okay.,neutral,train&valid
Ses01F_impro05_M007,all right- okay.  And you lost your bag? Is that- that the issue?,neutral,train&valid
Ses01F_impro05_F007,Yes.,frustrated,train&valid
Ses01F_impro05_F008,Flight seven fourteen.,angry,train&valid
Ses01F_impro05_M008,Uh-huh.,neutral,train&valid
Ses01F_impro05_F009,"Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here?",angry,train&valid
Ses01F_impro05_M009,"Yeah. Yeah, I don't see- I don't see any--",neutral,train&valid
Ses01F_impro05_M010,"I don't see any record of it, and I-usually when I don't see a record of it, that means um-",neutral,train&valid
Ses01F_impro05_M011,"we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again...",neutral,train&valid
Ses01F_impro05_M012,"for such an inconvenience and your bag, but",neutral,train&valid
Ses01F_impro05_F011,Is this a joke?,angry,train&valid
Ses01F_impro05_M013,Yeah.,neutral,train&valid
Ses01F_impro05_M014,"No, no.",neutral,train&valid
